FID,lnk,reg_obj_id,ro_acct,root_id,site_name,address,town,sw_id,acres,cap_status,lf_liner,status,type_oper,type_rsp,waste_type,l_base,l_acc_est,l_type,l_meth,l_src_1,l_src_2,l_src_3,l_staff,l_prog,l_date,dig_method,shape
GISDATA.SW_LD_POLY.1105,328D,39878,173072,173073,"WESTBOROUGH 16 LLC, No. 2",59 BRIGHAM ST,WESTBOROUGH,0328.004,4.98555831,Incomplete,Not Lined,Inactive,,Private,MSW,DOQ,100,EWA,MAP,MS_SITE,AP_DOQ,MS_TAX,KELLY_S,DEP_BWSC,2013-08-20T00:00:00,F,"POLYGON ((190976.1990287304 891118.4371039271, 190988.35004184395 891127.2128281556, 190992.73788716644 891129.5755270123, 191002.18868260086 891132.2757446878, 191012.31451566517 891134.9759623595, 191020.41520226002 891134.9759623595, 191033.24125299603 891135.6510335654, 191047.41744614393 891135.6510335654, 191060.9185680896 891132.9507823177, 191071.04440115392 891132.2757446878, 191078.4700165391 891131.6006734781, 191089.27092081308 891126.8752757646, 191105.47226043046 891120.1247315817, 191121.67360004783 891114.7242626548, 191129.77428664267 891108.6487896815, 191136.5248644054 891097.8478854112, 191142.60033737868 891087.7220187709, 191155.42642169446 891083.6716922596, 191170.27765247226 891079.6213657483, 191187.82910092175 891077.5961857066, 191209.43090946227 891077.5961857066, 191220.90685136616 891076.9211480767, 191231.03268443048 891076.2460768707, 191242.50865990669 891076.2460768707, 191249.93427529186 891074.220930405, 191256.68481947482 891069.4955326878, 191258.70999952406 891063.4200261347, 191256.42211084068 891058.7972070053, 191250.60931292176 891056.669448372, 191233.05786447227 891056.669448372, 191221.58192256838 891055.9944107421, 191189.17920976132 891055.9944107421, 191151.3760951832 891055.9944107421, 191140.5751909092 891054.6443019062, 191129.77428664267 891050.5939418189, 191122.34867125005 891046.5436153114, 191115.59809349477 891042.4932888001, 191108.17247810215 891037.7678910829, 191095.34642736614 891031.0173133239, 191081.84530542046 891025.6168779768, 191063.6187857613 891020.8914802596, 191043.36711963266 891014.8159737065, 191027.8408176452 891009.4155383594, 191008.2641891539 891008.0654295236, 190989.36263186485 891008.0654295236, 190977.88665638864 891012.7907936648, 190970.46104099602 891025.6168779768, 190969.7860033661 891049.2438329831, 190971.13611220568 891105.94853843, 190974.5114010796 891115.3993338645, 190976.1990287304 891118.4371039271))"
GISDATA.SW_LD_POLY.1120,220B,39595,172811,172812,NORWOOD LANDFILL,WINTER ST,NORWOOD,0220.002,16.69271941,Capped,Not Lined,Closed,Municipal,,MSW,DOQ,100,CAP,PHO,DD_SW,AP_DOQ,,MANNO_T,DEP_BAW,2010-09-17T00:00:00,F,"POLYGON ((223218.49437101185 882971.89418412, 223178.66248361766 882952.9227525108, 223139.8366386816 882942.9462376088, 223133.87801463902 882909.7554996237, 223127.35885148495 882873.4424439818, 223079.53896284848 882866.0149146877, 223038.52844578773 882864.6919698715, 222993.5491950065 882888.5045400783, 222967.09080231935 882924.2233450264, 222956.25480978936 882987.4015820995, 222953.86162276566 883023.4422924258, 222935.34076467156 883057.8382197097, 222959.1532677263 883088.2653461173, 223029.26799995452 883175.5780587792, 223095.23664326966 883242.506038554, 223103.35146590322 883235.1094003543, 223147.00783902407 883196.7447393499, 223182.7266439721 883143.8279539756, 223186.46745511144 883122.7155678608, 223202.57044687867 882994.3380772546, 223218.49437101185 882971.89418412))"
GISDATA.SW_LD_POLY.1126,342D,315269,313063,131605,OLIN CORP,51 EAMES ST,WILMINGTON,0342.004,2.70966983,Capped,Not Lined,Closed,Private,Private,SLUDGE,DOQ,100,EWA,PHO,MS_USGS,AP_DOQ,,MANNO_T,DEP_BAW,2013-08-22T00:00:00,F,"POLYGON ((228507.62059895694 919184.5727977306, 228499.01497722417 919226.1791436188, 228501.3962443173 919259.516715046, 228505.36501161754 919289.6792860702, 228503.77751141787 919305.554321684, 228502.98374452442 919316.6668231077, 228529.97128155828 919334.1293589249, 228549.02135115862 919334.9231258146, 228559.34011927247 919321.429323718, 228566.06430529058 919313.3371993266, 228576.00888819993 919303.9667879008, 228582.59376208484 919290.49994836, 228593.47142401338 919277.7729841769, 228608.93752194196 919275.7500538118, 228620.015640229 919260.6875547878, 228601.64457038045 919240.331429746, 228588.49775589257 919225.7640948631, 228507.62059895694 919184.5727977306))"
GISDATA.SW_LD_POLY.1127,269A,39718,172925,172926,SHERBORN LANDFILL,160 NORTH MAIN ST,SHERBORN,0269.001,5.37144363,Capped,Not Lined,Closed,Municipal,Municipal,MSW,NA,100,EWA,DD_1,DD_OTH,MS_SKCH,AP_DOQ,MANNO_T,DEP_BAW,2013-08-19T00:00:00,SOI,"POLYGON ((211296.32939612865 890307.4358017184, 211286.5926901549 890307.1598972119, 211254.16418999434 890329.7129165083, 211214.63980333507 890344.0616968758, 211202.10550557822 890354.6929015741, 211198.26500348747 890360.5707051046, 211193.1041084528 890370.4313112348, 211190.12879212946 890388.8418008126, 211182.06839826703 890413.1285157837, 211180.14938958734 890437.0717016123, 211177.55510822684 890442.0016856939, 211176.86801635474 890465.4810013995, 211178.97999366373 890476.5448157713, 211190.6951065287 890493.8989977054, 211208.83069891483 890500.4259843603, 211218.59450174868 890500.7208936065, 211226.0128980279 890497.4370020814, 211234.5739962831 890497.6929952614, 211243.2831031829 890491.4502067007, 211263.0892995447 890482.5255000852, 211281.60381153226 890477.062409535, 211285.3720888868 890473.176913891, 211295.23991413414 890468.9656850584, 211304.06419111043 890460.2095028087, 211310.22199557722 890458.3948858865, 211322.75578966737 890447.7642855756, 211330.39280761033 890437.9820152372, 211335.93409964442 890415.1436898, 211335.40468668193 890391.6070912518, 211330.93189083785 890377.9695112444, 211323.93898584694 890365.7617861107, 211324.11459501833 890359.7662942149, 211321.75381007046 890357.1929986589, 211309.50978789479 890316.3205849491, 211304.81729591638 890310.1867882386, 211296.32939612865 890307.4358017184))"
GISDATA.SW_LD_POLY.1135,067A,39182,172433,172434,CONCORD LANDFILL,755 WALDEN ST,CONCORD,0067.001,35.75075289,Capped,Lined,Closed,Municipal,,MSW,DOQ,100,PB,DDS,DD_SW,DD_PAR,AP_DOQ,MANNO_T,DEP_BAW,2010-09-16T00:00:00,PAR,"POLYGON ((213821.92419588566 910548.1408937462, 213821.9042174071 910547.7109031044, 213815.14420443028 910427.4808050916, 213796.50418057293 910391.9008757733, 213795.4741975218 910389.8108915798, 213793.25420209765 910385.3209041692, 213777.02418749034 910354.6108891815, 213608.8541956395 910235.5908827484, 213550.63418114185 910313.6109153852, 213546.80418873578 910309.270816952, 213542.78421609104 910305.0808089599, 213538.59420809895 910301.1208053306, 213534.23419833928 910297.3107914105, 213529.73417132348 910293.6508007757, 213525.09419420362 910290.2207809314, 213523.90421541035 910289.3808117062, 213518.65420627594 910285.9508254342, 213513.52420233935 910282.3007736765, 213508.5541941449 910278.4908269122, 213503.71423074603 910274.4508086257, 213499.0442019701 910270.2608006336, 213494.5542145595 910265.9107969031, 213489.75420812517 910261.8008035682, 213441.55419110507 910221.8709040955, 213386.36422389746 910265.530802831, 213330.76421094686 910226.8209002353, 213324.4742127359 910232.4609094746, 213318.70419227332 910237.9508954249, 213313.08419509232 910243.6609132886, 213307.6541781649 910249.5309268907, 213217.20420596004 910348.130910717, 213200.24418770522 910373.0508931838, 213198.66417523474 910375.6409102269, 213197.31420070678 910378.3108747713, 213196.19419696927 910381.1308961771, 213195.2742130831 910384.020892635, 213194.59417244047 910386.920895122, 213194.15420934558 910389.9708873183, 213193.94421704113 910392.9408984333, 213193.984207578 910395.9909242056, 213194.26420851797 910398.9609017409, 213194.78418626636 910401.930912856, 213195.54420799017 910404.900890395, 213196.5141884461 910407.7208782248, 213197.71420684457 910410.5408996306, 213199.14419602603 910413.2108977549, 213200.78417751938 910415.720900137, 213202.61417283863 910418.1608938947, 213204.61420349777 910420.370916862, 213206.80418083072 910422.5008915961, 213209.144215025 910424.410800837, 213211.64421138167 910426.090806447, 213214.25420690328 910427.6107827388, 213216.99418007582 910428.9108278528, 213219.81420148164 910430.0508100726, 213222.70419793576 910430.8908128776, 213225.68418150395 910431.50077774, 213235.3341909349 910433.1707773209, 213248.86418934166 910435.7607943602, 213262.3541972041 910438.580815766, 213275.78420247138 910441.6308079623, 213289.154205136 910444.910804525, 213302.47421123087 910448.4908140786, 213315.73421473056 910452.2208133414, 213328.91420357674 910456.180816967, 213342.0142113343 910460.4508060403, 213355.0442104712 910464.8707848229, 213368.02421303093 910469.5208015442, 213385.22420810163 910475.9207989275, 213745.66418351978 910612.8408195563, 213746.21421293914 910612.3808108233, 213752.05420845002 910607.4208086543, 213816.5742271915 910552.6809113026, 213821.92419588566 910548.1408937462))"
GISDATA.SW_LD_POLY.1150,023A,39060,172316,172317,BEDFORD LANDFILL,108 CARLISLE RD,BEDFORD,0023.001,13.61364971,Capped,Not Lined,Closed,Municipal,,MSW,PTQ,500,EWA,IN,UNK,DD_PAR,AP_DOQ,UNK,UNK,1995-01-01T00:00:00,F,"POLYGON ((216567.21876260638 916831.1250507012, 216595.39057029784 916801.3124892414, 216632.40623051673 916783.2499274388, 216634.0937238559 916754.7499354184, 216641.5625532046 916734.3750070967, 216649.70309603214 916730.0000218712, 216668.71874891967 916717.0624945648, 216705.0468807593 916697.0625237301, 216734.92179522663 916673.3124408387, 216742.71880891174 916642.0624360368, 216745.10934333503 916616.9374642782, 216744.7656463012 916591.5000223517, 216728.48435918242 916561.6249399967, 216699.95310670882 916544.3124274686, 216677.56246714294 916544.6250319406, 216633.42184249312 916554.8125464655, 216610.67185887694 916553.812447194, 216531.23432780057 916514.062555518, 216498.31244309247 916514.4375129975, 216469.79683763534 916553.812447194, 216459.609423846 916573.4999814443, 216457.90628349036 916600.3124801219, 216465.03124791384 916634.2499432303, 216515.95317353308 916695.3750303872, 216512.90623687208 916716.7500579804, 216512.90623687208 916722.1875290647, 216519.3594206646 916730.6875502504, 216534.62496150285 916750.6875210889, 216524.7968917489 916772.7499763258, 216524.7968917489 916788.0625253506, 216532.25007408857 916800.2500033826, 216543.10936924815 916816.1874255836, 216567.21876260638 916831.1250507012))"
GISDATA.SW_LD_POLY.1151,307F,39827,173026,173027,WALPOLE DUMP,1701-1709 MAIN ST,WALPOLE,0307.006,45.07505255,Incomplete,Not Lined,Inactive,Private,,MSW,DOQ,100,UNK,MAP,MS_USGS,,,HYDE_J,DEP_GIS,2002-05-22T00:00:00,F,"POLYGON ((218758.28124509752 874676.9999595694, 218543.37500415742 874414.0624610111, 218396.32807599008 874259.9374423064, 218199.81244687736 874534.1874621399, 218257.7813033238 874757.6250182912, 218322.81246899813 874805.6875363514, 218427.43752630055 874817.0000576302, 218526.40618865937 874802.8125153594, 218621.14065532386 874771.7500396669, 218758.28124509752 874676.9999595694))"
GISDATA.SW_LD_POLY.1153,035D,39096,172351,172352,OLD BOSTON LANDFILL,MT VERNON ST,BOSTON,0035.004,29.9,Incomplete,Not Lined,Inactive,,,MSW,NA,100,CF,XY_2,UNK,,,UNK,UNK,,UTM,"POLYGON ((238076.46877820045 895755.1875790432, 238042.343752414 895758.1874739379, 238009.3124729246 895767.0624526031, 237978.31255170703 895781.499944143, 237950.26565149426 895801.1249574982, 237926.07809022814 895825.312518768, 237906.45307686925 895853.3750659898, 237891.9999718964 895884.3749872111, 237883.14060666412 895917.4375271425, 237880.15632520616 895951.5000320412, 237883.14060666412 895985.6250242554, 237892.01558532566 896018.6875641868, 237906.48433731496 896049.6249980927, 237926.12496411055 896077.7500326335, 237950.32813881338 896101.9374595918, 237978.35942558944 896121.4999520518, 238009.37499382347 896135.9999309108, 238042.42188674212 896144.8125565685, 238076.46877820045 896147.8124850392, 238110.60941743106 896144.8125565685, 238143.640696913 896135.9374435917, 238174.62500470132 896121.4999520518, 238202.68751834333 896101.8750730045, 238226.8749453053 896077.6250244193, 238246.48434522748 896049.6249980927, 238260.95306363702 896018.6250432916, 238269.79694974422 895985.56253694, 238272.78123120219 895951.5000320412, 238269.79694974422 895917.375006251, 238260.9218031913 895884.3124663159, 238246.45308478177 895853.3750659898, 238226.81255871803 895825.312518768, 238202.64064446092 895801.1249574982, 238174.6093576923 895781.499944143, 238143.59378945082 895766.999965284, 238110.53128310293 895758.1874739379, 238076.46877820045 895755.1875790432))"
GISDATA.SW_LD_POLY.1155,100B,39280,172524,172525,FRAMINGHAM MILLWOOD STREET LANDFILL,MILLWOOD ST,FRAMINGHAM,0100.002,29.9,Incomplete,n/a,Inactive,,,MSW,NA,500,CF,XY_2,UNK,,,UNK,UNK,,UTM,"POLYGON ((203547.5625399351 896643.1250057258, 203513.43751414865 896646.1250685081, 203480.40626823902 896655.0000471734, 203449.40631343424 896669.4375387132, 203421.35941322893 896689.0625520684, 203397.1718519628 896713.2499454506, 203377.5468386039 896741.3124926724, 203363.09373363107 896772.3125482053, 203354.2343683988 896805.3749538288, 203351.2499526292 896839.4374587238, 203354.2343683988 896873.562484514, 203363.10934706032 896906.6249908693, 203377.57809904963 896937.5625590831, 203397.21875941753 896965.6874593161, 203421.42193412036 896989.8750205822, 203449.4530530125 897009.437513046, 203480.46875555813 897023.937525481, 203513.5156820491 897032.7499832511, 203547.5625399351 897035.7500460297, 203581.70317916572 897032.7499832511, 203614.73432433605 897023.8750045858, 203645.71876643598 897009.437513046, 203673.78131365776 896989.8124996871, 203697.96870703995 896965.5624511018, 203717.57810696214 896937.5625590831, 203732.04685895145 896906.5625035539, 203740.89057716727 896873.4999636225, 203743.87499293685 896839.4374587238, 203740.89057716727 896805.3124329336, 203732.01559849828 896772.2500608861, 203717.54684651643 896741.3124926724, 203697.90618614107 896713.2499454506, 203673.73440619558 896689.0625520684, 203645.70315299928 896669.4375387132, 203614.68745045364 896654.9375262782, 203581.62504483014 896646.1250685081, 203547.5625399351 896643.1250057258))"
GISDATA.SW_LD_POLY.1157,142B,39384,172619,172620,HULL LANDFILL,LOGAN AVE,HULL,0142.002,12.99122277,Incomplete,Lined,Active,Municipal,Municipal,MSW,DOQ,100,EWK,PHO,MS_SITE,,,CONNICK_D,DEP_BAW,2007-06-09T00:00:00,F,"POLYGON ((253010.64249004424 890402.7174437307, 253019.13901919127 890402.7174437307, 253007.143871814 890413.2131976858, 252996.64811786264 890429.5399484411, 252996.2593601197 890437.3145660758, 252991.98339428753 890448.587835513, 252993.14963394403 890452.8638013415, 253003.6453878954 890452.8638013415, 253009.0874926448 890451.6975616887, 253021.52700173855 890445.8666991964, 253033.9663765207 890438.8694291636, 253040.9635122493 890434.5934297554, 253050.68175071478 890431.4835692719, 253064.28736515343 890431.0948115289, 253072.4507405311 890434.2047055885, 253075.56063459069 890427.5963276103, 253089.55487246066 890416.7118159123, 253103.54924464226 890416.7118159123, 253108.99148370326 890417.1005736552, 253128.81671837717 890425.6527067758, 253134.64774876088 890431.0948115289, 253142.81112413853 890431.4835692719, 253147.86460544914 890427.2075698636, 253148.25322888792 890413.6019554287, 253151.75184711814 890406.6048197038, 253187.51507480443 890368.5092134401, 253189.4586956352 890361.9007011503, 253192.17983195186 890320.695200827, 253187.90383254737 890314.0868564211, 253185.18272980303 890277.9348709919, 253187.1263506338 890264.7179807201, 253187.1263506338 890251.1123662814, 253185.57145397365 890239.4504734091, 253177.408078596 890226.2336167134, 253174.68697585166 890216.903968107, 253171.57708179206 890209.9068659581, 253165.74621929973 890201.3548671454, 253160.30398023874 890195.5238703415, 253155.2504653409 890190.859113194, 253150.9743316248 890188.1380104534, 253146.69836580008 890186.582979478, 253138.53499042243 890188.1380104534, 253121.4308584854 890188.5267681964, 253091.88721746206 890162.0930212289, 253086.833736144 890156.7284799963, 253066.2309859842 890148.9538623616, 253049.90436953306 890144.2891052105, 253045.62823581696 890142.7341078147, 253035.13248186558 890133.0158693492, 253030.46775829792 890123.2975973077, 253001.31287501007 890112.0243614428, 253005.58900872618 890146.2327260412, 253011.42000553012 890155.1736169085, 253019.19462316483 890164.1143398881, 253024.6367279142 890169.5566125251, 253016.8621102795 890173.8325783536, 253011.03124778718 890180.4410906434, 253009.0874926448 890188.993223764, 253011.42000553012 890209.2072161846, 253012.586110875 890219.314212393, 253011.42000553012 890235.2522054054, 253007.9213872999 890237.973341722, 253000.14676966518 890238.7507229, 252993.14963394403 890239.1394470669, 252984.59750082344 890241.0830678977, 252980.71012485027 890242.6380988732, 252974.10174686462 890249.6352010183, 252970.21450520307 890257.409818653, 252968.27075006813 890265.9619517773, 252965.16102389246 890286.1759441942, 252960.88489017636 890322.3279632032, 252956.99764850736 890357.7024331465, 252956.60889076442 890363.5334299505, 252958.16375385225 890375.5840469897, 252965.5496473238 890388.0234217755, 252977.98915641755 890392.6104475223, 252995.8707702607 890399.607717555, 253004.42273549736 890401.5513383858, 253010.64249004424 890402.7174437307), (253019.13901919127 890402.7174437307, 253019.58324659616 890402.3288202956, 253019.58324659616 890402.7174437307, 253019.13901919127 890402.7174437307))"
GISDATA.SW_LD_POLY.1167,018A,440033,436002,440032,AVON LANDFILL,WALES AVE,AVON,0018.001,2.37932658,Capped,Not Lined,Closed,Municipal,,MSW,DOQ,100,EWA,PHO,KNOW,,,CONNICK_D,DEP_BAW,2007-06-29T00:00:00,F,"POLYGON ((236583.82311363518 877189.108042039, 236583.88365346938 877188.7450380698, 236570.81574559212 877195.5209666751, 236555.8116710335 877204.9588684328, 236540.56573933363 877216.3329368643, 236530.64388824254 877226.0128972344, 236521.93179295957 877237.628856387, 236518.78587047756 877245.372784391, 236510.7999174446 877259.8927753046, 236506.20191192627 877267.394678276, 236501.60390640795 877277.8007137366, 236499.4259833172 877283.1246936172, 236500.15195768327 877294.4986277409, 236503.78196380287 877301.7586399876, 236508.86388507485 877308.292509988, 236520.29835903645 877311.0150565505, 236532.09583696723 877309.8051328547, 236549.0357760042 877304.9651023075, 236564.46322648227 877301.6375267394, 236573.53815784305 877298.6125496179, 236586.8480907604 877293.1676243767, 236601.36808167398 877287.1177037098, 236608.62806034088 877281.3701800257, 236615.88807258755 877270.7827600986, 236621.0305672735 877262.6151875593, 236632.52541318536 877255.9602043144, 236629.1980055049 877250.8177096322, 236608.62806034088 877222.3828911111, 236583.82311363518 877189.108042039))"
